GENE	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_names
MAPK1	BP	GO:0009267	cellular response to starvation	Mar-29	170/18614	0.002296745	0.016870633	0.008967194	1026/5594/7157	3	CDKN1A/MAPK1/TP53
MAPK1	BP	GO:0060711	labyrinthine layer development	Feb-29	47/18614	0.002425771	0.017422423	0.009260485	2885/5594	2	GRB2/MAPK1
MAPK1	BP	GO:0098927	vesicle-mediated transport between endosomal compartments	Feb-29	47/18614	0.002425771	0.017422423	0.009260485	5594/6714	2	MAPK1/SRC
MAPK1	BP	GO:0034198	cellular response to amino acid starvation	Feb-29	49/18614	0.002633868	0.018586598	0.009879276	1026/5594	2	CDKN1A/MAPK1
MAPK1	BP	GO:0060324	face development	Feb-29	52/18614	0.002961246	0.019543326	0.010387802	2033/5594	2	EP300/MAPK1
MAPK1	BP	GO:1990928	response to amino acid starvation	Feb-29	52/18614	0.002961246	0.019543326	0.010387802	1026/5594	2	CDKN1A/MAPK1
MAPK1	BP	GO:0030324	lung development	Mar-29	186/18614	0.002962942	0.019543326	0.010387802	2033/5594/4087	3	EP300/MAPK1/SMAD2
MAPK1	BP	GO:0032210	regulation of telomere maintenance via telomerase	Feb-29	53/18614	0.00307441	0.019872984	0.010563024	5594/6714	2	MAPK1/SRC
MAPK1	BP	GO:0030323	respiratory tube development	Mar-29	190/18614	0.003146174	0.020255847	0.010766526	2033/5594/4087	3	EP300/MAPK1/SMAD2
MAPK1	BP	GO:0002520	immune system development	Mar-29	197/18614	0.003483352	0.022131628	0.011763554	5594/4088/7157	3	MAPK1/SMAD3/TP53
MAPK1	BP	GO:0000302	response to reactive oxygen species	Mar-29	205/18614	0.003894931	0.023573812	0.012530114	2534/5594/6714	3	FYN/MAPK1/SRC
MAPK1	BP	GO:0042594	response to starvation	Mar-29	207/18614	0.004002267	0.024012739	0.012763415	1026/5594/7157	3	CDKN1A/MAPK1/TP53
MAPK1	BP	GO:1904356	regulation of telomere maintenance via telomere lengthening	Feb-29	61/18614	0.00405151	0.024012739	0.012763415	5594/6714	2	MAPK1/SRC
MAPK1	BP	GO:0043434	response to peptide hormone	Apr-29	427/18614	0.00411742	0.024283759	0.01290747	2885/5594/6714/7532	4	GRB2/MAPK1/SRC/YWHAG
MAPK1	BP	GO:0060541	respiratory system development	Mar-29	211/18614	0.004222335	0.024632828	0.013093009	2033/5594/4087	3	EP300/MAPK1/SMAD2
MAPK1	BP	GO:0048645	animal organ formation	Feb-29	68/18614	0.005009484	0.027723717	0.0147359	367/5594	2	AR/MAPK1
MAPK1	BP	GO:0007004	telomere maintenance via telomerase	Feb-29	69/18614	0.005154058	0.028329789	0.015058043	5594/6714	2	MAPK1/SRC
MAPK1	BP	GO:0031669	cellular response to nutrient levels	Mar-29	230/18614	0.005367955	0.02901209	0.015420705	1026/5594/7157	3	CDKN1A/MAPK1/TP53
MAPK1	BP	GO:0071356	cellular response to tumor necrosis factor	Mar-29	235/18614	0.00569757	0.029893744	0.015889327	1984/5594/7157	3	EIF5A/MAPK1/TP53
MAPK1	BP	GO:0051403	stress-activated MAPK cascade	Mar-29	237/18614	0.00583276	0.030504012	0.016213701	5594/9821/4088	3	MAPK1/RB1CC1/SMAD3
MAPK1	BP	GO:2000573	positive regulation of DNA biosynthetic process	Feb-29	74/18614	0.005905501	0.030784803	0.016362949	5594/6714	2	MAPK1/SRC
MAPK1	BP	GO:0006278	RNA-templated DNA biosynthetic process	Feb-29	75/18614	0.006061462	0.031195296	0.016581137	5594/6714	2	MAPK1/SRC
MAPK1	BP	GO:0031667	response to nutrient levels	Apr-29	477/18614	0.006085872	0.03122149	0.01659506	1026/5594/6714/7157	4	CDKN1A/MAPK1/SRC/TP53
MAPK1	BP	GO:0050853	B cell receptor signaling pathway	Feb-29	77/18614	0.006379011	0.032384911	0.017213449	2885/5594	2	GRB2/MAPK1
MAPK1	BP	GO:0031098	stress-activated protein kinase signaling cascade	Mar-29	245/18614	0.006392814	0.032384911	0.017213449	5594/9821/4088	3	MAPK1/RB1CC1/SMAD3
MAPK1	BP	GO:0050804	modulation of chemical synaptic transmission	Apr-29	487/18614	0.006543613	0.032839994	0.017455338	2534/5594/6714/7532	4	FYN/MAPK1/SRC/YWHAG
MAPK1	BP	GO:0050673	epithelial cell proliferation	Apr-29	488/18614	0.006590616	0.032871717	0.0174722	367/2099/5594/4088	4	AR/ESR1/MAPK1/SMAD3
MAPK1	BP	GO:0099177	regulation of trans-synaptic signaling	Apr-29	488/18614	0.006590616	0.032871717	0.0174722	2534/5594/6714/7532	4	FYN/MAPK1/SRC/YWHAG
MAPK1	BP	GO:0033044	regulation of chromosome organization	Mar-29	250/18614	0.006758672	0.033503111	0.017807803	246184/5594/6714	3	CDC26/MAPK1/SRC
MAPK1	BP	GO:0010833	telomere maintenance via telomere lengthening	Feb-29	81/18614	0.007036453	0.034457298	0.018314979	5594/6714	2	MAPK1/SRC
MAPK1	BP	GO:0048762	mesenchymal cell differentiation	Mar-29	255/18614	0.007136835	0.034738328	0.018464353	5594/4087/4088	3	MAPK1/SMAD2/SMAD3
MAPK1	BP	GO:0034612	response to tumor necrosis factor	Mar-29	257/18614	0.007291568	0.035266347	0.01874501	1984/5594/7157	3	EIF5A/MAPK1/TP53
MAPK1	BP	GO:0072527	pyrimidine-containing compound metabolic process	Feb-29	83/18614	0.007376253	0.035266347	0.01874501	978/5594	2	CDA/MAPK1
MAPK1	BP	GO:0031668	cellular response to extracellular stimulus	Mar-29	261/18614	0.007607017	0.036049677	0.019161371	1026/5594/7157	3	CDKN1A/MAPK1/TP53
MAPK1	BP	GO:0001892	embryonic placenta development	Feb-29	89/18614	0.00843942	0.03896601	0.02071148	2885/5594	2	GRB2/MAPK1
MAPK1	BP	GO:0048534	hematopoietic or lymphoid organ development	Feb-29	96/18614	0.009761469	0.043099817	0.02290871	5594/7157	2	MAPK1/TP53
MAPK1	BP	GO:0048562	embryonic organ morphogenesis	Mar-29	294/18614	0.010519651	0.045246808	0.024049893	5594/4087/4088	3	MAPK1/SMAD2/SMAD3
MAPK1	BP	GO:0032204	regulation of telomere maintenance	Feb-29	104/18614	0.011377748	0.048132043	0.025583473	5594/6714	2	MAPK1/SRC
MAPK1	MF	GO:0019902	phosphatase binding	May-32	187/18369	1.67E-05	3.37E-04	1.43E-04	2885/5594/4087/4088/7157	5	GRB2/MAPK1/SMAD2/SMAD3/TP53
MAPK1	MF	GO:0051219	phosphoprotein binding	Mar-32	92/18369	5.43E-04	0.004335707	0.001846073	2885/5594/6714	3	GRB2/MAPK1/SRC
MAPK1	MF	GO:0001784	phosphotyrosine residue binding	Feb-32	47/18369	0.003026514	0.010994274	0.004681181	2885/5594	2	GRB2/MAPK1
MAPK1	MF	GO:0045309	protein phosphorylated amino acid binding	Feb-32	58/18369	0.004573095	0.015654054	0.006665239	2885/5594	2	GRB2/MAPK1
MAPK1	MF	GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity	Jan-32	10/18369	0.017288924	0.04808482	0.020473726	5594	1	MAPK1
MAPK1	NA	hsa05203	Viral carcinogenesis	Sep-22	205/8848	6.19E-10	5.17E-08	1.92E-08	1026/1387/2033/2885/3065/5594/6714/7157/7532	9	CDKN1A/CREBBP/EP300/GRB2/HDAC1/MAPK1/SRC/TP53/YWHAG
MAPK1	NA	hsa04520	Adherens junction	Jul-22	93/8848	1.69E-09	9.42E-08	3.50E-08	1387/1457/2033/2534/5594/4088/6714	7	CREBBP/CSNK2A1/EP300/FYN/MAPK1/SMAD3/SRC
MAPK1	NA	hsa05215	Prostate cancer	Jul-22	98/8848	2.45E-09	9.58E-08	3.56E-08	367/1026/1387/2033/2885/5594/7157	7	AR/CDKN1A/CREBBP/EP300/GRB2/MAPK1/TP53
MAPK1	NA	hsa05161	Hepatitis B	Aug-22	163/8848	2.87E-09	9.58E-08	3.56E-08	1026/1387/2033/2885/5594/4088/6714/7157	8	CDKN1A/CREBBP/EP300/GRB2/MAPK1/SMAD3/SRC/TP53
MAPK1	NA	hsa04919	Thyroid hormone signaling pathway	Jul-22	122/8848	1.15E-08	3.19E-07	1.19E-07	1387/2033/2099/3065/5594/6714/7157	7	CREBBP/EP300/ESR1/HDAC1/MAPK1/SRC/TP53
MAPK1	NA	hsa05220	Chronic myeloid leukemia	Jun-22	77/8848	2.38E-08	5.68E-07	2.11E-07	1026/2885/3065/5594/4088/7157	6	CDKN1A/GRB2/HDAC1/MAPK1/SMAD3/TP53
MAPK1	NA	hsa05166	Human T-cell leukemia virus 1 infection	Aug-22	223/8848	3.39E-08	7.07E-07	2.63E-07	246184/1026/1387/2033/5594/4087/4088/7157	8	CDC26/CDKN1A/CREBBP/EP300/MAPK1/SMAD2/SMAD3/TP53
MAPK1	NA	hsa05210	Colorectal cancer	Jun-22	87/8848	4.99E-08	9.26E-07	3.45E-07	1026/2885/5594/4087/4088/7157	6	CDKN1A/GRB2/MAPK1/SMAD2/SMAD3/TP53
MAPK1	NA	hsa01522	Endocrine resistance	Jun-22	99/8848	1.09E-07	1.82E-06	6.75E-07	1026/2099/2885/5594/6714/7157	6	CDKN1A/ESR1/GRB2/MAPK1/SRC/TP53
MAPK1	NA	hsa04350	TGF-beta signaling pathway	Jun-22	108/8848	1.83E-07	2.78E-06	1.03E-06	1387/2033/3065/5594/4087/4088	6	CREBBP/EP300/HDAC1/MAPK1/SMAD2/SMAD3
MAPK1	NA	hsa05205	Proteoglycans in cancer	Jul-22	204/8848	3.97E-07	5.53E-06	2.06E-06	1026/2099/2885/5594/4087/6714/7157	7	CDKN1A/ESR1/GRB2/MAPK1/SMAD2/SRC/TP53
MAPK1	NA	hsa04068	FoxO signaling pathway	Jun-22	133/8848	6.31E-07	7.59E-06	2.82E-06	1026/1387/2033/2885/5594/4088	6	CDKN1A/CREBBP/EP300/GRB2/MAPK1/SMAD3
MAPK1	NA	hsa05211	Renal cell carcinoma	May-22	70/8848	6.36E-07	7.59E-06	2.82E-06	1026/1387/2033/2885/5594	5	CDKN1A/CREBBP/EP300/GRB2/MAPK1
MAPK1	NA	hsa05212	Pancreatic cancer	May-22	77/8848	1.03E-06	1.14E-05	4.25E-06	1026/5594/4087/4088/7157	5	CDKN1A/MAPK1/SMAD2/SMAD3/TP53
MAPK1	NA	hsa05226	Gastric cancer	Jun-22	150/8848	1.28E-06	1.34E-05	4.97E-06	1026/2885/5594/4087/4088/7157	6	CDKN1A/GRB2/MAPK1/SMAD2/SMAD3/TP53
MAPK1	NA	hsa05225	Hepatocellular carcinoma	Jun-22	170/8848	2.66E-06	2.54E-05	9.43E-06	1026/2885/5594/4087/4088/7157	6	CDKN1A/GRB2/MAPK1/SMAD2/SMAD3/TP53
MAPK1	NA	hsa05219	Bladder cancer	Apr-22	41/8848	2.73E-06	2.54E-05	9.43E-06	1026/5594/6714/7157	4	CDKN1A/MAPK1/SRC/TP53
MAPK1	NA	hsa05167	Kaposi sarcoma-associated herpesvirus infection	Jun-22	196/8848	6.08E-06	5.34E-05	1.99E-05	1026/1387/2033/5594/6714/7157	6	CDKN1A/CREBBP/EP300/MAPK1/SRC/TP53
MAPK1	NA	hsa05206	MicroRNAs in cancer	Jul-22	312/8848	6.85E-06	5.72E-05	2.13E-05	1026/1387/2033/2885/3065/5594/7157	7	CDKN1A/CREBBP/EP300/GRB2/HDAC1/MAPK1/TP53
MAPK1	NA	hsa05165	Human papillomavirus infection	Jul-22	333/8848	1.05E-05	8.36E-05	3.11E-05	1026/1387/2033/2885/3065/5594/7157	7	CDKN1A/CREBBP/EP300/GRB2/HDAC1/MAPK1/TP53
MAPK1	NA	hsa05213	Endometrial cancer	Apr-22	59/8848	1.19E-05	9.05E-05	3.37E-05	1026/2885/5594/7157	4	CDKN1A/GRB2/MAPK1/TP53
MAPK1	NA	hsa04917	Prolactin signaling pathway	Apr-22	71/8848	2.50E-05	1.78E-04	6.63E-05	2099/2885/5594/6714	4	ESR1/GRB2/MAPK1/SRC
MAPK1	NA	hsa05224	Breast cancer	May-22	148/8848	2.56E-05	1.78E-04	6.63E-05	1026/2099/2885/5594/7157	5	CDKN1A/ESR1/GRB2/MAPK1/TP53
MAPK1	NA	hsa05223	Non-small cell lung cancer	Apr-22	73/8848	2.79E-05	1.86E-04	6.93E-05	1026/2885/5594/7157	4	CDKN1A/GRB2/MAPK1/TP53
MAPK1	NA	hsa05214	Glioma	Apr-22	76/8848	3.27E-05	2.10E-04	7.81E-05	1026/2885/5594/7157	4	CDKN1A/GRB2/MAPK1/TP53
MAPK1	NA	hsa04218	Cellular senescence	May-22	157/8848	3.40E-05	2.11E-04	7.83E-05	1026/5594/4087/4088/7157	5	CDKN1A/MAPK1/SMAD2/SMAD3/TP53
MAPK1	NA	hsa05160	Hepatitis C	May-22	159/8848	3.62E-05	2.16E-04	8.03E-05	1026/2885/5594/7157/7532	5	CDKN1A/GRB2/MAPK1/TP53/YWHAG
MAPK1	NA	hsa04012	ErbB signaling pathway	Apr-22	86/8848	5.32E-05	3.07E-04	1.14E-04	1026/2885/5594/6714	4	CDKN1A/GRB2/MAPK1/SRC
MAPK1	NA	hsa05216	Thyroid cancer	Mar-22	37/8848	9.82E-05	5.12E-04	1.90E-04	1026/5594/7157	3	CDKN1A/MAPK1/TP53
MAPK1	NA	hsa04066	HIF-1 signaling pathway	Apr-22	109/8848	1.34E-04	6.80E-04	2.53E-04	1026/1387/2033/5594	4	CDKN1A/CREBBP/EP300/MAPK1
MAPK1	NA	hsa05207	Chemical carcinogenesis - receptor activation	May-22	215/8848	1.52E-04	7.46E-04	2.78E-04	367/2099/2885/5594/6714	5	AR/ESR1/GRB2/MAPK1/SRC
MAPK1	NA	hsa05163	Human cytomegalovirus infection	May-22	226/8848	1.92E-04	9.16E-04	3.41E-04	1026/2885/5594/6714/7157	5	CDKN1A/GRB2/MAPK1/SRC/TP53
MAPK1	NA	hsa04071	Sphingolipid signaling pathway	Apr-22	122/8848	2.08E-04	9.37E-04	3.49E-04	79603/2534/5594/7157	4	CERS4/FYN/MAPK1/TP53
MAPK1	NA	hsa04935	Growth hormone synthesis, secretion and action	Apr-22	122/8848	2.08E-04	9.37E-04	3.49E-04	1387/2033/2885/5594	4	CREBBP/EP300/GRB2/MAPK1
MAPK1	NA	hsa04926	Relaxin signaling pathway	Apr-22	130/8848	2.65E-04	0.001164931	4.33E-04	2885/5594/4087/6714	4	GRB2/MAPK1/SMAD2/SRC
MAPK1	NA	hsa04114	Oocyte meiosis	Apr-22	139/8848	3.42E-04	0.001429688	5.32E-04	367/246184/5594/7532	4	AR/CDC26/MAPK1/YWHAG
MAPK1	NA	hsa04915	Estrogen signaling pathway	Apr-22	139/8848	3.42E-04	0.001429688	5.32E-04	2099/2885/5594/6714	4	ESR1/GRB2/MAPK1/SRC
MAPK1	NA	hsa04550	Signaling pathways regulating pluripotency of stem cells	Apr-22	144/8848	3.92E-04	0.001595953	5.94E-04	2885/5594/4087/4088	4	GRB2/MAPK1/SMAD2/SMAD3
MAPK1	NA	hsa04720	Long-term potentiation	Mar-22	67/8848	5.77E-04	0.002239357	8.33E-04	1387/2033/5594	3	CREBBP/EP300/MAPK1
MAPK1	NA	hsa04664	Fc epsilon RI signaling pathway	Mar-22	69/8848	6.29E-04	0.002385838	8.87E-04	2534/2885/5594	3	FYN/GRB2/MAPK1
MAPK1	NA	hsa05218	Melanoma	Mar-22	73/8848	7.41E-04	0.002691655	0.001000994	1026/5594/7157	3	CDKN1A/MAPK1/TP53
MAPK1	NA	hsa01524	Platinum drug resistance	Mar-22	75/8848	8.02E-04	0.002850907	0.001060217	1026/5594/7157	3	CDKN1A/MAPK1/TP53
MAPK1	NA	hsa05152	Tuberculosis	Apr-22	180/8848	9.10E-04	0.003164503	0.00117684	1387/2033/5594/6714	4	CREBBP/EP300/MAPK1/SRC
MAPK1	NA	hsa01521	EGFR tyrosine kinase inhibitor resistance	Mar-22	80/8848	9.68E-04	0.003300536	0.001227429	2885/5594/6714	3	GRB2/MAPK1/SRC
MAPK1	NA	hsa04510	Focal adhesion	Apr-22	203/8848	0.001422458	0.004657852	0.001732198	2534/2885/5594/6714	4	FYN/GRB2/MAPK1/SRC
MAPK1	NA	hsa04540	Gap junction	Mar-22	92/8848	0.001451895	0.004662816	0.001734044	2885/5594/6714	3	GRB2/MAPK1/SRC
MAPK1	NA	hsa04912	GnRH signaling pathway	Mar-22	93/8848	0.001497879	0.004719731	0.00175521	2885/5594/6714	3	GRB2/MAPK1/SRC
MAPK1	NA	hsa04151	PI3K-Akt signaling pathway	May-22	362/8848	0.001650235	0.005103503	0.001897931	1026/2885/5594/7157/7532	5	CDKN1A/GRB2/MAPK1/TP53/YWHAG
MAPK1	NA	hsa04916	Melanogenesis	Mar-22	101/8848	0.001899021	0.005663152	0.002106057	1387/2033/5594	3	CREBBP/EP300/MAPK1
MAPK1	NA	hsa04933	AGE-RAGE signaling pathway in diabetic complications	Mar-22	101/8848	0.001899021	0.005663152	0.002106057	5594/4087/4088	3	MAPK1/SMAD2/SMAD3
MAPK1	NA	hsa05208	Chemical carcinogenesis - reactive oxygen species	Apr-22	226/8848	0.00211085	0.006111198	0.00227268	2885/5594/4700/6714	4	GRB2/MAPK1/NDUFA6/SRC
MAPK1	NA	hsa04659	Th17 cell differentiation	Mar-22	108/8848	0.002300357	0.006511179	0.002421428	5594/4087/4088	3	MAPK1/SMAD2/SMAD3
MAPK1	NA	hsa04722	Neurotrophin signaling pathway	Mar-22	120/8848	0.003103907	0.008639206	0.003212816	2885/5594/7157	3	GRB2/MAPK1/TP53
MAPK1	NA	hsa04660	T cell receptor signaling pathway	Mar-22	122/8848	0.003252579	0.008904602	0.003311513	2534/2885/5594	3	FYN/GRB2/MAPK1
MAPK1	NA	hsa04611	Platelet activation	Mar-22	126/8848	0.003562952	0.009596983	0.003569001	2534/5594/6714	3	FYN/MAPK1/SRC
MAPK1	NA	hsa04650	Natural killer cell mediated cytotoxicity	Mar-22	135/8848	0.004326265	0.011468035	0.004264822	2534/2885/5594	3	FYN/GRB2/MAPK1
MAPK1	NA	hsa05020	Prion disease	Apr-22	278/8848	0.004460533	0.011639204	0.004328478	1457/2534/5594/4700	4	CSNK2A1/FYN/MAPK1/NDUFA6
MAPK1	NA	hsa04371	Apelin signaling pathway	Mar-22	140/8848	0.004790203	0.012307136	0.004576874	5594/4087/4088	3	MAPK1/SMAD2/SMAD3
MAPK1	NA	hsa04380	Osteoclast differentiation	Mar-22	142/8848	0.004983922	0.012610832	0.004689815	2534/2885/5594	3	FYN/GRB2/MAPK1
MAPK1	NA	hsa04072	Phospholipase D signaling pathway	Mar-22	149/8848	0.005699212	0.014205499	0.005282852	2534/2885/5594	3	FYN/GRB2/MAPK1
MAPK1	NA	hsa04921	Oxytocin signaling pathway	Mar-22	154/8848	0.006246197	0.015339925	0.005704731	1026/5594/6714	3	CDKN1A/MAPK1/SRC
MAPK1	NA	hsa05164	Influenza A	Mar-22	172/8848	0.008471789	0.020211268	0.007516324	1387/2033/5594	3	CREBBP/EP300/MAPK1
MAPK1	NA	hsa04370	VEGF signaling pathway	Feb-22	60/8848	0.009574006	0.022519142	0.008374594	5594/6714	2	MAPK1/SRC
MAPK1	NA	hsa04360	Axon guidance	Mar-22	184/8848	0.010185291	0.023624218	0.008785558	2534/5594/6714	3	FYN/MAPK1/SRC
MAPK1	NA	hsa05034	Alcoholism	Mar-22	188/8848	0.010798334	0.024135849	0.008975828	2885/3065/5594	3	GRB2/HDAC1/MAPK1
MAPK1	NA	hsa04613	Neutrophil extracellular trap formation	Mar-22	192/8848	0.011432575	0.024509819	0.009114903	3065/5594/6714	3	HDAC1/MAPK1/SRC
MAPK1	NA	hsa04062	Chemokine signaling pathway	Mar-22	193/8848	0.011594465	0.024509819	0.009114903	2885/5594/6714	3	GRB2/MAPK1/SRC
MAPK1	NA	hsa05221	Acute myeloid leukemia	Feb-22	68/8848	0.012174976	0.025415262	0.009451626	2885/5594	2	GRB2/MAPK1
MAPK1	NA	hsa05230	Central carbon metabolism in cancer	Feb-22	71/8848	0.013221774	0.02673445	0.009942216	5594/7157	2	MAPK1/TP53
MAPK1	NA	hsa05130	Pathogenic Escherichia coli infection	Mar-22	203/8848	0.013287182	0.02673445	0.009942216	2534/5594/6714	3	FYN/MAPK1/SRC
MAPK1	NA	hsa05010	Alzheimer disease	Apr-22	391/8848	0.014593725	0.02849994	0.01059878	1457/5594/4700/9821	4	CSNK2A1/MAPK1/NDUFA6/RB1CC1
MAPK1	NA	hsa05417	Lipid and atherosclerosis	Mar-22	216/8848	0.015690563	0.030118667	0.011200765	5594/6714/7157	3	MAPK1/SRC/TP53
MAPK1	NA	hsa04024	cAMP signaling pathway	Mar-22	226/8848	0.017697314	0.033584675	0.012489731	1387/2033/5594	3	CREBBP/EP300/MAPK1
MAPK1	NA	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	Feb-22	90/8848	0.02071212	0.038432488	0.014292574	1457/5594	2	CSNK2A1/MAPK1
MAPK1	NA	hsa04662	B cell receptor signaling pathway	Feb-22	91/8848	0.021145947	0.038806298	0.014431589	2885/5594	2	GRB2/MAPK1
MAPK1	NA	hsa05131	Shigellosis	Mar-22	249/8848	0.022840621	0.041014879	0.015252933	5594/6714/7157	3	MAPK1/SRC/TP53
MAPK1	NA	hsa05231	Choline metabolism in cancer	Feb-22	99/8848	0.024752372	0.043512065	0.016181606	2885/5594	2	GRB2/MAPK1
MAPK1	NA	hsa05142	Chagas disease	Feb-22	103/8848	0.026644093	0.046349619	0.017236858	5594/4087	2	MAPK1/SMAD2
MAPK1	NA	hsa04625	C-type lectin receptor signaling pathway	Feb-22	105/8848	0.027611539	0.047537393	0.017678577	5594/6714	2	MAPK1/SRC
MAPK1	NA	hsa05022	Pathways of neurodegeneration - multiple diseases	Apr-22	483/8848	0.0293051	0.049433855	0.018383848	1457/5594/4700/9821	4	CSNK2A1/MAPK1/NDUFA6/RB1CC1
MAPK1	NA	hsa05203	Viral carcinogenesis	Sep-22	205/8848	6.19E-10	5.17E-08	1.92E-08	1026/1387/2033/2885/3065/5594/6714/7157/7532	9	CDKN1A/CREBBP/EP300/GRB2/HDAC1/MAPK1/SRC/TP53/YWHAG
MAPK1	NA	hsa04520	Adherens junction	Jul-22	93/8848	1.69E-09	9.42E-08	3.50E-08	1387/1457/2033/2534/5594/4088/6714	7	CREBBP/CSNK2A1/EP300/FYN/MAPK1/SMAD3/SRC
MAPK1	NA	hsa05215	Prostate cancer	Jul-22	98/8848	2.45E-09	9.58E-08	3.56E-08	367/1026/1387/2033/2885/5594/7157	7	AR/CDKN1A/CREBBP/EP300/GRB2/MAPK1/TP53
MAPK1	NA	hsa05161	Hepatitis B	Aug-22	163/8848	2.87E-09	9.58E-08	3.56E-08	1026/1387/2033/2885/5594/4088/6714/7157	8	CDKN1A/CREBBP/EP300/GRB2/MAPK1/SMAD3/SRC/TP53
MAPK1	NA	hsa04919	Thyroid hormone signaling pathway	Jul-22	122/8848	1.15E-08	3.19E-07	1.19E-07	1387/2033/2099/3065/5594/6714/7157	7	CREBBP/EP300/ESR1/HDAC1/MAPK1/SRC/TP53
MAPK1	NA	hsa05220	Chronic myeloid leukemia	Jun-22	77/8848	2.38E-08	5.68E-07	2.11E-07	1026/2885/3065/5594/4088/7157	6	CDKN1A/GRB2/HDAC1/MAPK1/SMAD3/TP53
MAPK1	NA	hsa05166	Human T-cell leukemia virus 1 infection	Aug-22	223/8848	3.39E-08	7.07E-07	2.63E-07	246184/1026/1387/2033/5594/4087/4088/7157	8	CDC26/CDKN1A/CREBBP/EP300/MAPK1/SMAD2/SMAD3/TP53
MAPK1	NA	hsa05210	Colorectal cancer	Jun-22	87/8848	4.99E-08	9.26E-07	3.45E-07	1026/2885/5594/4087/4088/7157	6	CDKN1A/GRB2/MAPK1/SMAD2/SMAD3/TP53
MAPK1	NA	hsa01522	Endocrine resistance	Jun-22	99/8848	1.09E-07	1.82E-06	6.75E-07	1026/2099/2885/5594/6714/7157	6	CDKN1A/ESR1/GRB2/MAPK1/SRC/TP53
MAPK1	NA	hsa04350	TGF-beta signaling pathway	Jun-22	108/8848	1.83E-07	2.78E-06	1.03E-06	1387/2033/3065/5594/4087/4088	6	CREBBP/EP300/HDAC1/MAPK1/SMAD2/SMAD3
MAPK1	NA	hsa05205	Proteoglycans in cancer	Jul-22	204/8848	3.97E-07	5.53E-06	2.06E-06	1026/2099/2885/5594/4087/6714/7157	7	CDKN1A/ESR1/GRB2/MAPK1/SMAD2/SRC/TP53
MAPK1	NA	hsa04068	FoxO signaling pathway	Jun-22	133/8848	6.31E-07	7.59E-06	2.82E-06	1026/1387/2033/2885/5594/4088	6	CDKN1A/CREBBP/EP300/GRB2/MAPK1/SMAD3
MAPK1	NA	hsa05211	Renal cell carcinoma	May-22	70/8848	6.36E-07	7.59E-06	2.82E-06	1026/1387/2033/2885/5594	5	CDKN1A/CREBBP/EP300/GRB2/MAPK1
MAPK1	NA	hsa05212	Pancreatic cancer	May-22	77/8848	1.03E-06	1.14E-05	4.25E-06	1026/5594/4087/4088/7157	5	CDKN1A/MAPK1/SMAD2/SMAD3/TP53
MAPK1	NA	hsa05226	Gastric cancer	Jun-22	150/8848	1.28E-06	1.34E-05	4.97E-06	1026/2885/5594/4087/4088/7157	6	CDKN1A/GRB2/MAPK1/SMAD2/SMAD3/TP53
MAPK1	NA	hsa05225	Hepatocellular carcinoma	Jun-22	170/8848	2.66E-06	2.54E-05	9.43E-06	1026/2885/5594/4087/4088/7157	6	CDKN1A/GRB2/MAPK1/SMAD2/SMAD3/TP53
MAPK1	NA	hsa05219	Bladder cancer	Apr-22	41/8848	2.73E-06	2.54E-05	9.43E-06	1026/5594/6714/7157	4	CDKN1A/MAPK1/SRC/TP53
MAPK1	NA	hsa05167	Kaposi sarcoma-associated herpesvirus infection	Jun-22	196/8848	6.08E-06	5.34E-05	1.99E-05	1026/1387/2033/5594/6714/7157	6	CDKN1A/CREBBP/EP300/MAPK1/SRC/TP53
MAPK1	NA	hsa05206	MicroRNAs in cancer	Jul-22	312/8848	6.85E-06	5.72E-05	2.13E-05	1026/1387/2033/2885/3065/5594/7157	7	CDKN1A/CREBBP/EP300/GRB2/HDAC1/MAPK1/TP53
MAPK1	NA	hsa05165	Human papillomavirus infection	Jul-22	333/8848	1.05E-05	8.36E-05	3.11E-05	1026/1387/2033/2885/3065/5594/7157	7	CDKN1A/CREBBP/EP300/GRB2/HDAC1/MAPK1/TP53
MAPK1	NA	hsa05213	Endometrial cancer	Apr-22	59/8848	1.19E-05	9.05E-05	3.37E-05	1026/2885/5594/7157	4	CDKN1A/GRB2/MAPK1/TP53
MAPK1	NA	hsa04917	Prolactin signaling pathway	Apr-22	71/8848	2.50E-05	1.78E-04	6.63E-05	2099/2885/5594/6714	4	ESR1/GRB2/MAPK1/SRC
MAPK1	NA	hsa05224	Breast cancer	May-22	148/8848	2.56E-05	1.78E-04	6.63E-05	1026/2099/2885/5594/7157	5	CDKN1A/ESR1/GRB2/MAPK1/TP53
MAPK1	NA	hsa05223	Non-small cell lung cancer	Apr-22	73/8848	2.79E-05	1.86E-04	6.93E-05	1026/2885/5594/7157	4	CDKN1A/GRB2/MAPK1/TP53
MAPK1	NA	hsa05214	Glioma	Apr-22	76/8848	3.27E-05	2.10E-04	7.81E-05	1026/2885/5594/7157	4	CDKN1A/GRB2/MAPK1/TP53
MAPK1	NA	hsa04218	Cellular senescence	May-22	157/8848	3.40E-05	2.11E-04	7.83E-05	1026/5594/4087/4088/7157	5	CDKN1A/MAPK1/SMAD2/SMAD3/TP53
